,Unnamed: 0,unique_id,is_best,name,origin,destination,departure time,arrival time,duration,stops,price,dis_from_origin,dis_from_dest,departure_dt,departure_seconds,arrival_dt,arrival_seconds,duration_min
0,0,ITH_IAD1,True,United,ITH,IAD,"10:28 AM on Mon, Oct 20","11:50 AM on Mon, Oct 20",1 hr 22 min,0.0,204.0,2.7076716238688823,5.410058604672028,1900-10-20 10:28:00,4271280.0,1900-10-20 11:50:00,4276200.0,82
1,1,ITH_IAD2,True,United,ITH,IAD,"7:53 PM on Mon, Oct 20","9:15 PM on Mon, Oct 20",1 hr 22 min,0.0,204.0,2.7076716238688823,5.410058604672028,1900-10-20 19:53:00,4305180.0,1900-10-20 21:15:00,4310100.0,82
2,2,SYR_IAD1,True,United,SYR,IAD,"2:50 PM on Mon, Oct 20","4:16 PM on Mon, Oct 20",1 hr 26 min,0.0,235.0,49.09457496460707,5.410058604672028,1900-10-20 14:50:00,4287000.0,1900-10-20 16:16:00,4292160.0,86
3,3,SYR_IAD23,False,United,SYR,IAD,"10:28 AM on Mon, Oct 20","11:55 AM on Mon, Oct 20",1 hr 27 min,0.0,267.0,49.09457496460707,5.410058604672028,1900-10-20 10:28:00,4271280.0,1900-10-20 11:55:00,4276500.0,87
4,4,SYR_DCA0,True,American,SYR,DCA,"5:37 PM on Mon, Oct 20","6:59 PM on Mon, Oct 20",1 hr 22 min,0.0,204.0,49.09457496460707,18.712439121823174,1900-10-20 17:37:00,4297020.0,1900-10-20 18:59:00,4301940.0,82
5,5,SYR_IAD0,True,United,SYR,IAD,"7:45 PM on Mon, Oct 20","9:10 PM on Mon, Oct 20",1 hr 25 min,0.0,204.0,49.09457496460707,5.410058604672028,1900-10-20 19:45:00,4304700.0,1900-10-20 21:10:00,4309800.0,85
6,6,ITH_DCA1,True,Delta,ITH,DCA,"2:05 PM on Mon, Oct 20","6:00 PM on Mon, Oct 20",3 hr 55 min,1.0,214.0,2.7076716238688823,18.712439121823174,1900-10-20 14:05:00,4284300.0,1900-10-20 18:00:00,4298400.0,235
7,7,ITH_IAD0,True,United,ITH,IAD,"6:10 AM on Mon, Oct 20","7:32 AM on Mon, Oct 20",1 hr 22 min,0.0,204.0,2.7076716238688823,5.410058604672028,1900-10-20 06:10:00,4255800.0,1900-10-20 07:32:00,4260720.0,82
8,8,ITH_IAD4,True,Delta,ITH,IAD,"2:05 PM on Mon, Oct 20","7:18 PM on Mon, Oct 20",5 hr 13 min,1.0,214.0,2.7076716238688823,5.410058604672028,1900-10-20 14:05:00,4284300.0,1900-10-20 19:18:00,4303080.0,313
9,9,SYR_IAD2,True,United,SYR,IAD,"6:10 AM on Mon, Oct 20","7:35 AM on Mon, Oct 20",1 hr 25 min,0.0,236.0,49.09457496460707,5.410058604672028,1900-10-20 06:10:00,4255800.0,1900-10-20 07:35:00,4260900.0,85
10,10,SYR_DCA112,False,American,SYR,DCA,"11:50 AM on Mon, Oct 20","1:11 PM on Mon, Oct 20",1 hr 21 min,0.0,517.0,49.09457496460707,18.712439121823174,1900-10-20 11:50:00,4276200.0,1900-10-20 13:11:00,4281060.0,81
11,11,SYR_DCA100,False,American,SYR,DCA,"6:00 AM on Mon, Oct 20","7:29 AM on Mon, Oct 20",1 hr 29 min,0.0,430.0,49.09457496460707,18.712439121823174,1900-10-20 06:00:00,4255200.0,1900-10-20 07:29:00,4260540.0,89
12,12,SYR_DCA103,False,Delta,SYR,DCA,"12:17 PM on Mon, Oct 20","4:12 PM on Mon, Oct 20",3 hr 55 min,1.0,460.0,49.09457496460707,18.712439121823174,1900-10-20 12:17:00,4277820.0,1900-10-20 16:12:00,4291920.0,235
13,13,ITH_IAD3,True,Delta,ITH,IAD,"5:40 AM on Mon, Oct 20","11:57 AM on Mon, Oct 20",6 hr 17 min,1.0,214.0,2.7076716238688823,5.410058604672028,1900-10-20 05:40:00,4254000.0,1900-10-20 11:57:00,4276620.0,377
14,14,ITH_IAD5,True,Delta,ITH,IAD,"2:05 PM on Mon, Oct 20","11:00 PM on Mon, Oct 20",8 hr 55 min,2.0,425.0,2.7076716238688823,5.410058604672028,1900-10-20 14:05:00,4284300.0,1900-10-20 23:00:00,4316400.0,535
15,15,ITH_DCA0,True,Delta,ITH,DCA,"5:40 AM on Mon, Oct 20","10:06 AM on Mon, Oct 20",4 hr 26 min,1.0,214.0,2.7076716238688823,18.712439121823174,1900-10-20 05:40:00,4254000.0,1900-10-20 10:06:00,4269960.0,266
16,16,ITH_DCA2,True,Delta,ITH,DCA,"2:05 PM on Mon, Oct 20","10:59 PM on Mon, Oct 20",8 hr 54 min,2.0,425.0,2.7076716238688823,18.712439121823174,1900-10-20 14:05:00,4284300.0,1900-10-20 22:59:00,4316340.0,534
17,17,ITH_DCA3,True,Delta,ITH,DCA,"5:40 AM on Mon, Oct 20","2:25 PM on Mon, Oct 20",8 hr 45 min,2.0,505.0,2.7076716238688823,18.712439121823174,1900-10-20 05:40:00,4254000.0,1900-10-20 14:25:00,4285500.0,525
18,18,SYR_IAD3,False,United,SYR,IAD,"6:00 AM on Mon, Oct 20","9:01 PM on Mon, Oct 20",15 hr 1 min,1.0,128.0,49.09457496460707,5.410058604672028,1900-10-20 06:00:00,4255200.0,1900-10-20 21:01:00,4309260.0,901
19,19,SYR_IAD4,False,United,SYR,IAD,"6:00 AM on Mon, Oct 20","10:28 PM on Mon, Oct 20",16 hr 28 min,1.0,128.0,49.09457496460707,5.410058604672028,1900-10-20 06:00:00,4255200.0,1900-10-20 22:28:00,4314480.0,988
20,20,SYR_IAD5,False,United,SYR,IAD,"6:00 AM on Mon, Oct 20","7:20 AM on Tue, Oct 21",25 hr 20 min,1.0,128.0,49.09457496460707,5.410058604672028,1900-10-20 06:00:00,4255200.0,1900-10-21 07:20:00,4346400.0,1520
21,21,SYR_IAD6,False,United,SYR,IAD,"6:00 AM on Mon, Oct 20","9:11 PM on Mon, Oct 20",15 hr 11 min,1.0,137.0,49.09457496460707,5.410058604672028,1900-10-20 06:00:00,4255200.0,1900-10-20 21:11:00,4309860.0,911
22,22,SYR_IAD7,False,United,SYR,IAD,"11:03 AM on Mon, Oct 20","9:01 PM on Mon, Oct 20",9 hr 58 min,1.0,138.0,49.09457496460707,5.410058604672028,1900-10-20 11:03:00,4273380.0,1900-10-20 21:01:00,4309260.0,598
23,23,SYR_IAD8,False,United,SYR,IAD,"11:03 AM on Mon, Oct 20","10:28 PM on Mon, Oct 20",11 hr 25 min,1.0,138.0,49.09457496460707,5.410058604672028,1900-10-20 11:03:00,4273380.0,1900-10-20 22:28:00,4314480.0,685
24,24,SYR_IAD9,False,United,SYR,IAD,"11:03 AM on Mon, Oct 20","7:20 AM on Tue, Oct 21",20 hr 17 min,1.0,138.0,49.09457496460707,5.410058604672028,1900-10-20 11:03:00,4273380.0,1900-10-21 07:20:00,4346400.0,1217
25,25,SYR_IAD10,False,United,SYR,IAD,"11:03 AM on Mon, Oct 20","7:32 AM on Tue, Oct 21",20 hr 29 min,1.0,138.0,49.09457496460707,5.410058604672028,1900-10-20 11:03:00,4273380.0,1900-10-21 07:32:00,4347120.0,1229
26,26,SYR_IAD11,False,United,SYR,IAD,"11:03 AM on Mon, Oct 20","9:11 PM on Mon, Oct 20",10 hr 8 min,1.0,147.0,49.09457496460707,5.410058604672028,1900-10-20 11:03:00,4273380.0,1900-10-20 21:11:00,4309860.0,608
27,27,SYR_IAD12,False,United,SYR,IAD,"6:00 AM on Mon, Oct 20","4:28 PM on Mon, Oct 20",10 hr 28 min,1.0,167.0,49.09457496460707,5.410058604672028,1900-10-20 06:00:00,4255200.0,1900-10-20 16:28:00,4292880.0,628
28,28,SYR_IAD13,False,United,SYR,IAD,"6:00 AM on Mon, Oct 20","4:05 PM on Mon, Oct 20",10 hr 5 min,1.0,186.0,49.09457496460707,5.410058604672028,1900-10-20 06:00:00,4255200.0,1900-10-20 16:05:00,4291500.0,605
29,29,SYR_IAD14,False,Delta,SYR,IAD,"5:37 AM on Mon, Oct 20","11:57 AM on Mon, Oct 20",6 hr 20 min,1.0,214.0,49.09457496460707,5.410058604672028,1900-10-20 05:37:00,4253820.0,1900-10-20 11:57:00,4276620.0,380
30,30,SYR_IAD15,False,American,SYR,IAD,"5:29 PM on Mon, Oct 20","11:53 PM on Mon, Oct 20",6 hr 24 min,1.0,214.0,49.09457496460707,5.410058604672028,1900-10-20 17:29:00,4296540.0,1900-10-20 23:53:00,4319580.0,384
31,31,SYR_IAD16,False,United,SYR,IAD,"6:15 AM on Mon, Oct 20","9:01 PM on Mon, Oct 20",14 hr 46 min,2.0,219.0,49.09457496460707,5.410058604672028,1900-10-20 06:15:00,4256100.0,1900-10-20 21:01:00,4309260.0,886
32,32,SYR_IAD17,False,United,SYR,IAD,"11:03 AM on Mon, Oct 20","11:31 AM on Tue, Oct 21",24 hr 28 min,1.0,221.0,49.09457496460707,5.410058604672028,1900-10-20 11:03:00,4273380.0,1900-10-21 11:31:00,4361460.0,1468
33,33,SYR_IAD18,False,United,SYR,IAD,"11:03 AM on Mon, Oct 20","4:05 PM on Mon, Oct 20",5 hr 2 min,1.0,245.0,49.09457496460707,5.410058604672028,1900-10-20 11:03:00,4273380.0,1900-10-20 16:05:00,4291500.0,302
34,34,SYR_IAD21,False,United,SYR,IAD,"5:43 PM on Mon, Oct 20","7:32 AM on Tue, Oct 21",13 hr 49 min,2.0,249.0,49.09457496460707,5.410058604672028,1900-10-20 17:43:00,4297380.0,1900-10-21 07:32:00,4347120.0,829
35,35,SYR_IAD22,False,United,SYR,IAD,"6:00 AM on Mon, Oct 20","9:25 PM on Mon, Oct 20",15 hr 25 min,2.0,256.0,49.09457496460707,5.410058604672028,1900-10-20 06:00:00,4255200.0,1900-10-20 21:25:00,4310700.0,925
36,36,SYR_IAD24,False,Delta,SYR,IAD,"6:00 AM on Mon, Oct 20","11:29 AM on Mon, Oct 20",5 hr 29 min,1.0,279.0,49.09457496460707,5.410058604672028,1900-10-20 06:00:00,4255200.0,1900-10-20 11:29:00,4274940.0,329
37,37,SYR_IAD25,False,United,SYR,IAD,"5:43 PM on Mon, Oct 20","7:29 AM on Tue, Oct 21",13 hr 46 min,2.0,286.0,49.09457496460707,5.410058604672028,1900-10-20 17:43:00,4297380.0,1900-10-21 07:29:00,4346940.0,826
38,38,SYR_IAD26,False,United,SYR,IAD,"12:39 PM on Mon, Oct 20","9:25 PM on Mon, Oct 20",8 hr 46 min,2.0,315.0,49.09457496460707,5.410058604672028,1900-10-20 12:39:00,4279140.0,1900-10-20 21:25:00,4310700.0,526
39,39,SYR_IAD27,False,United,SYR,IAD,"12:39 PM on Mon, Oct 20","11:55 AM on Tue, Oct 21",23 hr 16 min,1.0,328.0,49.09457496460707,5.410058604672028,1900-10-20 12:39:00,4279140.0,1900-10-21 11:55:00,4362900.0,1396
40,40,SYR_IAD28,False,United,SYR,IAD,"5:43 PM on Mon, Oct 20","11:55 AM on Tue, Oct 21",18 hr 12 min,1.0,328.0,49.09457496460707,5.410058604672028,1900-10-20 17:43:00,4297380.0,1900-10-21 11:55:00,4362900.0,1092
41,41,SYR_IAD29,False,United,SYR,IAD,"5:43 PM on Mon, Oct 20","1:51 PM on Tue, Oct 21",20 hr 8 min,1.0,328.0,49.09457496460707,5.410058604672028,1900-10-20 17:43:00,4297380.0,1900-10-21 13:51:00,4369860.0,1208
42,42,SYR_IAD30,False,United,SYR,IAD,"5:43 PM on Mon, Oct 20","3:57 PM on Tue, Oct 21",22 hr 14 min,1.0,328.0,49.09457496460707,5.410058604672028,1900-10-20 17:43:00,4297380.0,1900-10-21 15:57:00,4377420.0,1334
43,43,SYR_IAD31,False,United,SYR,IAD,"5:43 PM on Mon, Oct 20","5:37 PM on Tue, Oct 21",23 hr 54 min,1.0,328.0,49.09457496460707,5.410058604672028,1900-10-20 17:43:00,4297380.0,1900-10-21 17:37:00,4383420.0,1434
44,44,SYR_IAD32,False,United,SYR,IAD,"5:43 PM on Mon, Oct 20","7:18 AM on Tue, Oct 21",13 hr 35 min,2.0,344.0,49.09457496460707,5.410058604672028,1900-10-20 17:43:00,4297380.0,1900-10-21 07:18:00,4346280.0,815
45,45,SYR_IAD34,False,United,SYR,IAD,"6:15 AM on Mon, Oct 20","4:11 PM on Mon, Oct 20",9 hr 56 min,2.0,382.0,49.09457496460707,5.410058604672028,1900-10-20 06:15:00,4256100.0,1900-10-20 16:11:00,4291860.0,596
46,46,SYR_IAD35,False,United,SYR,IAD,"12:39 PM on Mon, Oct 20","9:10 PM on Mon, Oct 20",8 hr 31 min,2.0,382.0,49.09457496460707,5.410058604672028,1900-10-20 12:39:00,4279140.0,1900-10-20 21:10:00,4309800.0,511
47,47,SYR_IAD36,False,United,SYR,IAD,"6:15 AM on Mon, Oct 20","3:57 PM on Mon, Oct 20",9 hr 42 min,1.0,382.0,49.09457496460707,5.410058604672028,1900-10-20 06:15:00,4256100.0,1900-10-20 15:57:00,4291020.0,582
48,48,SYR_IAD37,False,United,SYR,IAD,"6:15 AM on Mon, Oct 20","12:21 AM on Tue, Oct 21",18 hr 6 min,1.0,382.0,49.09457496460707,5.410058604672028,1900-10-20 06:15:00,4256100.0,1900-10-21 00:21:00,4321260.0,1086
49,49,SYR_IAD38,False,United,SYR,IAD,"10:40 AM on Mon, Oct 20","12:21 AM on Tue, Oct 21",13 hr 41 min,1.0,382.0,49.09457496460707,5.410058604672028,1900-10-20 10:40:00,4272000.0,1900-10-21 00:21:00,4321260.0,821
50,50,SYR_IAD39,False,United,SYR,IAD,"12:39 PM on Mon, Oct 20","12:21 AM on Tue, Oct 21",11 hr 42 min,1.0,382.0,49.09457496460707,5.410058604672028,1900-10-20 12:39:00,4279140.0,1900-10-21 00:21:00,4321260.0,702
51,51,SYR_IAD40,False,United,SYR,IAD,"6:15 AM on Mon, Oct 20","4:28 PM on Mon, Oct 20",10 hr 13 min,2.0,387.0,49.09457496460707,5.410058604672028,1900-10-20 06:15:00,4256100.0,1900-10-20 16:28:00,4292880.0,613
52,52,SYR_IAD43,False,Delta,SYR,IAD,"5:40 PM on Mon, Oct 20","11:00 PM on Mon, Oct 20",5 hr 20 min,1.0,390.0,49.09457496460707,5.410058604672028,1900-10-20 17:40:00,4297200.0,1900-10-20 23:00:00,4316400.0,320
53,53,SYR_IAD44,False,United,SYR,IAD,"5:43 PM on Mon, Oct 20","7:23 AM on Tue, Oct 21",13 hr 40 min,2.0,391.0,49.09457496460707,5.410058604672028,1900-10-20 17:43:00,4297380.0,1900-10-21 07:23:00,4346580.0,820
54,54,SYR_IAD46,False,American,SYR,IAD,"12:45 PM on Mon, Oct 20","11:53 PM on Mon, Oct 20",11 hr 8 min,2.0,408.0,49.09457496460707,5.410058604672028,1900-10-20 12:45:00,4279500.0,1900-10-20 23:53:00,4319580.0,668
55,55,SYR_IAD47,False,United,SYR,IAD,"5:43 PM on Mon, Oct 20","7:35 AM on Tue, Oct 21",13 hr 52 min,2.0,408.0,49.09457496460707,5.410058604672028,1900-10-20 17:43:00,4297380.0,1900-10-21 07:35:00,4347300.0,832
56,56,SYR_IAD49,False,United,SYR,IAD,"10:40 AM on Mon, Oct 20","9:25 PM on Mon, Oct 20",10 hr 45 min,2.0,408.0,49.09457496460707,5.410058604672028,1900-10-20 10:40:00,4272000.0,1900-10-20 21:25:00,4310700.0,645
57,57,SYR_IAD50,False,United,SYR,IAD,"6:15 AM on Mon, Oct 20","11:55 AM on Mon, Oct 20",5 hr 40 min,1.0,410.0,49.09457496460707,5.410058604672028,1900-10-20 06:15:00,4256100.0,1900-10-20 11:55:00,4276500.0,340
58,58,SYR_IAD51,False,United,SYR,IAD,"6:15 AM on Mon, Oct 20","1:51 PM on Mon, Oct 20",7 hr 36 min,1.0,410.0,49.09457496460707,5.410058604672028,1900-10-20 06:15:00,4256100.0,1900-10-20 13:51:00,4283460.0,456
59,59,SYR_IAD52,False,United,SYR,IAD,"10:40 AM on Mon, Oct 20","3:57 PM on Mon, Oct 20",5 hr 17 min,1.0,410.0,49.09457496460707,5.410058604672028,1900-10-20 10:40:00,4272000.0,1900-10-20 15:57:00,4291020.0,317
60,60,SYR_IAD53,False,United,SYR,IAD,"10:40 AM on Mon, Oct 20","5:37 PM on Mon, Oct 20",6 hr 57 min,1.0,410.0,49.09457496460707,5.410058604672028,1900-10-20 10:40:00,4272000.0,1900-10-20 17:37:00,4297020.0,417
61,61,SYR_IAD54,False,United,SYR,IAD,"12:39 PM on Mon, Oct 20","8:55 PM on Mon, Oct 20",8 hr 16 min,1.0,410.0,49.09457496460707,5.410058604672028,1900-10-20 12:39:00,4279140.0,1900-10-20 20:55:00,4308900.0,496
62,62,SYR_IAD55,False,United,SYR,IAD,"5:43 PM on Mon, Oct 20","12:21 AM on Tue, Oct 21",6 hr 38 min,1.0,410.0,49.09457496460707,5.410058604672028,1900-10-20 17:43:00,4297380.0,1900-10-21 00:21:00,4321260.0,398
63,63,SYR_IAD56,False,United,SYR,IAD,"11:03 AM on Mon, Oct 20","9:18 PM on Mon, Oct 20",10 hr 15 min,2.0,415.0,49.09457496460707,5.410058604672028,1900-10-20 11:03:00,4273380.0,1900-10-20 21:18:00,4310280.0,615
64,64,SYR_IAD57,False,United,SYR,IAD,"6:00 AM on Mon, Oct 20","3:57 PM on Mon, Oct 20",9 hr 57 min,2.0,415.0,49.09457496460707,5.410058604672028,1900-10-20 06:00:00,4255200.0,1900-10-20 15:57:00,4291020.0,597
65,65,SYR_IAD59,False,United,SYR,IAD,"6:00 AM on Mon, Oct 20","5:37 PM on Mon, Oct 20",11 hr 37 min,2.0,415.0,49.09457496460707,5.410058604672028,1900-10-20 06:00:00,4255200.0,1900-10-20 17:37:00,4297020.0,697
66,66,SYR_IAD60,False,United,SYR,IAD,"6:15 AM on Mon, Oct 20","5:37 PM on Mon, Oct 20",11 hr 22 min,1.0,415.0,49.09457496460707,5.410058604672028,1900-10-20 06:15:00,4256100.0,1900-10-20 17:37:00,4297020.0,682
67,67,SYR_IAD61,False,United,SYR,IAD,"10:40 AM on Mon, Oct 20","8:55 PM on Mon, Oct 20",10 hr 15 min,1.0,415.0,49.09457496460707,5.410058604672028,1900-10-20 10:40:00,4272000.0,1900-10-20 20:55:00,4308900.0,615
68,68,SYR_IAD62,False,United,SYR,IAD,"6:15 AM on Mon, Oct 20","4:17 PM on Mon, Oct 20",10 hr 2 min,2.0,419.0,49.09457496460707,5.410058604672028,1900-10-20 06:15:00,4256100.0,1900-10-20 16:17:00,4292220.0,602
69,69,SYR_IAD63,False,American,SYR,IAD,"7:40 AM on Mon, Oct 20","11:53 PM on Mon, Oct 20",16 hr 13 min,2.0,421.0,49.09457496460707,5.410058604672028,1900-10-20 07:40:00,4261200.0,1900-10-20 23:53:00,4319580.0,973
70,70,SYR_IAD64,False,American,SYR,IAD,"11:27 AM on Mon, Oct 20","11:53 PM on Mon, Oct 20",12 hr 26 min,2.0,421.0,49.09457496460707,5.410058604672028,1900-10-20 11:27:00,4274820.0,1900-10-20 23:53:00,4319580.0,746
71,71,SYR_IAD65,False,United,SYR,IAD,"6:00 AM on Mon, Oct 20","3:45 PM on Mon, Oct 20",9 hr 45 min,2.0,426.0,49.09457496460707,5.410058604672028,1900-10-20 06:00:00,4255200.0,1900-10-20 15:45:00,4290300.0,585
